team,rpi,year 
Boston U,0.5492,2014
Missouri St,0.5486,2014
Eastern Michigan,0.5482,2014
Ohio,0.5481,2014
West Virginia,0.5462,2014
St. Bonaventure,0.5459,2014
UL Lafayette,0.5454,2014
Cleveland St,0.545,2014
Marquette,0.5449,2014
Akron,0.543,2014
Mississippi,0.5423,2014
Towson,0.542,2014
Canisius,0.5401,2014
Eastern Kentucky,0.5393,2014
La Salle,0.5391,2014
NCCU,0.5379,2014
Oregon St,0.5366,2014
Vermont,0.5365,2014
Indiana,0.5365,2014
UTEP,0.5362,2014
Washington,0.5361,2014
Quinnipiac,0.536,2014
Buffalo,0.5339,2014
UC Santa Barbara,0.5318,2014
UNLV,0.5316,2014
Northern Iowa,0.5301,2014
Miami (FL),0.5279,2014
UC Irvine,0.5263,2014
Sam Houston,0.526,2014
Wake Forest,0.5256,2014
Penn State,0.5252,2014
IPFW,0.5243,2014
Utah St,0.5242,2014
Fresno St,0.5241,2014
American,0.5239,2014
William & Mary,0.5231,2014
Vanderbilt,0.5228,2014
School,RPI,2014
Texas Tech,0.5223,2014
Princeton,0.5203,2014
Northwestern,0.5193,2014
Alabama,0.5192,2014
Western Kentucky,0.5187,2014
Davidson,0.5179,2014
Holy Cross,0.5177,2014
Seton Hall,0.5177,2014
Robert Morris,0.5173,2014
Columbia,0.5167,2014
UW Milwaukee,0.5158,2014
Drexel,0.5151,2014
Pacific,0.5146,2014
Illinois St,0.5144,2014
Wyoming,0.5142,2014
Notre Dame,0.5128,2014
Nevada,0.5123,2014
South Dakota St,0.5117,2014
Denver,0.5113,2014
South Carolina,0.5113,2014
Morehead St,0.5105,2014
Murray St,0.5102,2014
Houston,0.5101,2014
Utah Valley,0.5093,2014
Purdue,0.5087,2014
Florida Gulf Coast,0.5082,2014
Yale,0.5082,2014
Texas A&M,0.5079,2014
Weber St,0.507,2014
Butler,0.5069,2014
Charlotte,0.5066,2014
UAB,0.5059,2014
Wofford,0.5053,2014
DePaul,0.5048,2014
Rhode Island,0.5032,2014
San Diego,0.5031,2014
Georgia Tech,0.5017,2014
Northwestern St,0.5013,2014
Pepperdine,0.5012,2014
Hawai'i,0.4991,2014
School,RPI,2014
Miami (OH),0.4987,2014
Elon,0.4986,2014
SC Upstate,0.4982,2014
George Mason,0.4977,2014
Stony Brook,0.4975,2014
Long Beach,0.4967,2014
Bucknell,0.496,2014
Winthrop,0.4958,2014
Auburn,0.4958,2014
Old Dominion,0.495,2014
Southern U,0.4943,2014
High Point,0.4939,2014
Wright St,0.4939,2014
Drake,0.4935,2014
Temple,0.4922,2014
Southern California,0.4921,2014
Bryant,0.4918,2014
Portland,0.4917,2014
Loyola Marymount,0.4902,2014
Arkansas St,0.4899,2014
Oakland,0.4898,2014
Colorado St,0.4897,2014
Montana,0.4891,2014
Valparaiso,0.4885,2014
Albany,0.488,2014
St. Francis (NY),0.4877,2014
UA Little Rock,0.4874,2014
Duquesne,0.4867,2014
Mt St. Mary's,0.486,2014
North Florida,0.4859,2014
Oral Roberts,0.4851,2014
Rutgers,0.4839,2014
Siena,0.4838,2014
Bowling Green,0.4832,2014
North Texas,0.483,2014
Coastal Carolina,0.4812,2014
North Dakota,0.4812,2014
Rider,0.481,2014
UT Arlington,0.4808,2014
Southern Illinois,0.4806,2014
School,RPI,2014
UNC Asheville,0.4805,2014
Florida Intl,0.4805,2014
Grand Canyon,0.4805,2014
Hampton,0.4802,2014
Northern Colorado,0.4801,2014
East Tenn St,0.48,2014
Boston College,0.4794,2014
Cal Poly,0.4793,2014
Lipscomb,0.4788,2014
Santa Clara,0.4787,2014
VMI,0.4787,2014
TCU,0.4787,2014
Kent St,0.4784,2014
Evansville,0.4784,2014
Tennessee Tech,0.4774,2014
East Carolina,0.4772,2014
Northern Illinois,0.4767,2014
Wagner,0.4758,2014
Neb-Omaha,0.4756,2014
UCF,0.4755,2014
Western Carolina,0.4753,2014
Northeastern,0.4748,2014
Tulane,0.4747,2014
Washington St,0.4743,2014
Morgan St,0.474,2014
Fordham,0.4719,2014
Norfolk St,0.4704,2014
Eastern Washington,0.4699,2014
Brown,0.4696,2014
Detroit,0.4685,2014
St. Peter's,0.4683,2014
South Florida,0.4683,2014
James Madison,0.4662,2014
Hartford,0.4656,2014
Army,0.4649,2014
Lehigh,0.4642,2014
Youngstown St,0.4641,2014
Idaho,0.464,2014
Texas Southern,0.4622,2014
Radford,0.4613,2014
School,RPI,2014
Gardner Webb,0.4609,2014
Coll of Charleston,0.4607,2014
Chattanooga,0.4606,2014
UL Monroe,0.4605,2014
Mississippi St,0.4604,2014
Virginia Tech,0.46,2014
Northern Arizona,0.4598,2014
Texas A&M CC,0.4597,2014
Marist,0.4596,2014
Air Force,0.4562,2014
UMKC,0.4562,2014
Portland St,0.4557,2014
CS Northridge,0.4537,2014
Alabama St,0.4536,2014
South Dakota,0.4524,2014
Colgate,0.4523,2014
SE Missouri St,0.4522,2014
Lafayette,0.4522,2014
Chicago St,0.4506,2014
New Orleans,0.4502,2014
Coppin St,0.4469,2014
Nicholls St,0.4455,2014
Sacramento St,0.4452,2014
UA Pine Bluff,0.4444,2014
Bradley,0.4443,2014
Dartmouth,0.4438,2014
Seattle,0.4432,2014
Charleston Southern,0.4411,2014
Fairleigh Dickinson,0.4381,2014
Florida Atlantic,0.4379,2014
Alabama A&M,0.4379,2014
McNeese St,0.4366,2014
Savannah St,0.4364,2014
Loyola (Maryland),0.4364,2014
Montana St,0.4351,2014
Marshall,0.435,2014
Hofstra,0.4333,2014
San Jose St,0.4325,2014
CS Bakersfield,0.4323,2014
South Alabama,0.4321,2014
School,RPI,2014
UNC Wilmington,0.4315,2014
Jacksonville,0.4307,2014
UMass-Lowell,0.4305,2014
Pennsylvania,0.4282,2014
Troy,0.4273,2014
CS Fullerton,0.4269,2014
Idaho St,0.4258,2014
Loyola (Chicago),0.4252,2014
Fairfield,0.4246,2014
Western Illinois,0.4244,2014
Eastern Illinois,0.4238,2014
Monmouth,0.4236,2014
Central Connecticut,0.4236,2014
Central Michigan,0.4226,2014
Florida A&M,0.4226,2014
Jackson St,0.4216,2014
St. Francis (PA),0.4208,2014
Long Island,0.4191,2014
Rice,0.419,2014
Tennessee St,0.4187,2014
UNC Greensboro,0.418,2014
Niagara,0.4175,2014
Georgia So,0.4168,2014
Prairie View A&M,0.4168,2014
Austin Peay,0.4156,2014
UT San Antonio,0.4143,2014
Texas St,0.4143,2014
NJIT,0.4139,2014
Ball State,0.4131,2014
Northern Kentucky,0.4118,2014
Liberty,0.4112,2014
UT Pan American,0.4109,2014
Samford,0.4108,2014
Alcorn St,0.4071,2014
UIC,0.4068,2014
Campbell,0.4051,2014
Jacksonville St,0.4045,2014
SE Louisiana,0.4033,2014
UC Riverside,0.4027,2014
SIU-E,0.4018,2014
School,RPI,2014
Navy,0.4001,2014
IUPUI,0.3965,2014
Howard,0.3927,2014
Kennesaw St,0.392,2014
Binghamton,0.3917,2014
UC Davis,0.3916,2014
UMBC,0.3884,2014
Central Arkansas,0.3883,2014
Delaware St,0.3876,2014
Maine,0.3875,2014
South Carolina St,0.3872,2014
UT Martin,0.3858,2014
Stetson,0.3856,2014
Cornell,0.3846,2014
Appalachian St,0.383,2014
North Carolina A&T,0.3801,2014
Longwood,0.3787,2014
Sacred Heart,0.378,2014
Furman,0.3776,2014
New Hampshire,0.3747,2014
Houston Baptist,0.3679,2014
Miss Valley St,0.3611,2014
Bethune Cookman,0.3605,2014
Lamar,0.358,2014
The Citadel,0.3562,2014
Southern Utah,0.3551,2014
UM Eastern Shore,0.3531,2014
Grambling St,0.3504,2014
Presbyterian,0.3415,2014
Kentucky,0.678,2015
Villanova,0.6691,2015
Kansas,0.6687,2015
Wisconsin,0.6678,2015
Arizona,0.6631,2015
Duke,0.6613,2015
Virginia,0.656,2015
Gonzaga,0.643,2015
Iowa State,0.6353,2015
Baylor,0.6299,2015
North Carolina,0.6273,2015
SMU,0.627,2015
Maryland,0.6262,2015
Northern Iowa,0.6222,2015
VCU,0.6198,2015
Notre Dame,0.616,2015
Wichita St,0.6155,2015
Oklahoma,0.6145,2015
Utah,0.6142,2015
Arkansas,0.6123,2015
Louisville,0.6089,2015
Providence,0.6077,2015
Michigan St,0.607,2015
West Virginia,0.6042,2015
Georgetown,0.6036,2015
San Diego St,0.6011,2015
Oregon,0.5977,2015
Buffalo,0.5968,2015
Colorado St,0.5959,2015
Xavier,0.5948,2015
Butler,0.5932,2015
Dayton,0.592,2015
Stephen F. Austin,0.592,2015
Temple,0.5876,2015
Davidson,0.5866,2015
BYU,0.5848,2015
Cincinnati,0.5828,2015
Georgia,0.582,2015
North Carolina St,0.5799,2015
Boise St,0.5798,2015
School,RPI,2015
Ohio State,0.5798,2015
Texas,0.5787,2015
Iowa,0.5782,2015
St. John's,0.5772,2015
Tulsa,0.5764,2015
Old Dominion,0.5759,2015
Wofford,0.5744,2015
UCLA,0.5719,2015
Oklahoma St,0.5716,2015
Valparaiso,0.5714,2015
Iona,0.5711,2015
Harvard,0.5697,2015
Georgia St,0.5695,2015
UW Green Bay,0.5679,2015
Purdue,0.5677,2015
Richmond,0.5661,2015
LSU,0.5658,2015
Louisiana Tech,0.5657,2015
Stanford,0.5655,2015
Mississippi,0.5654,2015
Indiana,0.5652,2015
Illinois St,0.5627,2015
Murray St,0.5627,2015
Yale,0.5623,2015
Miami (FL),0.5615,2015
Rhode Island,0.5609,2015
Texas A&M,0.5599,2015
St. Mary's,0.5595,2015
Syracuse,0.5583,2015
Central Michigan,0.5574,2015
Wyoming,0.5572,2015
Florida,0.5572,2015
Illinois,0.5558,2015
Eastern Washington,0.5557,2015
UC Davis,0.5555,2015
Pittsburgh,0.5541,2015
Connecticut,0.5528,2015
UTEP,0.5513,2015
Toledo,0.5511,2015
Michigan,0.5493,2015
School,RPI,2015
Massachusetts,0.5477,2015
Sam Houston,0.5462,2015
Memphis,0.5437,2015
George Washington,0.5437,2015
Alabama,0.5436,2015
Northeastern,0.5434,2015
UC Santa Barbara,0.5425,2015
UC Irvine,0.5421,2015
High Point,0.5419,2015
South Dakota St,0.5396,2015
South Carolina,0.5395,2015
North Dakota St,0.5392,2015
William & Mary,0.5391,2015
Kent St,0.5387,2015
California,0.5374,2015
Tennessee,0.5362,2015
Seton Hall,0.5359,2015
Minnesota,0.5358,2015
Albany,0.5352,2015
Kansas St,0.5346,2015
La Salle,0.5344,2015
Arizona St,0.5338,2015
New Mexico St,0.5333,2015
Vanderbilt,0.5328,2015
Belmont,0.5324,2015
Clemson,0.5317,2015
Stony Brook,0.5315,2015
Penn State,0.5299,2015
Bowling Green,0.5289,2015
Florida St,0.5286,2015
Long Beach,0.5282,2015
Chattanooga,0.5278,2015
Georgia So,0.5272,2015
UNLV,0.527,2015
Akron,0.5265,2015
Colorado,0.5263,2015
Western Kentucky,0.5259,2015
Texas Southern,0.5251,2015
Evansville,0.5247,2015
Western Michigan,0.5245,2015
School,RPI,2015
St. Bonaventure,0.5241,2015
Lafayette,0.5228,2015
Loyola (Chicago),0.5224,2015
Northwestern,0.5216,2015
Washington,0.5213,2015
Cleveland St,0.5212,2015
NCCU,0.5209,2015
Auburn,0.5209,2015
UAB,0.5198,2015
Coastal Carolina,0.5188,2015
TCU,0.5181,2015
UL Monroe,0.5179,2015
Oregon St,0.517,2015
Pepperdine,0.5166,2015
Florida Gulf Coast,0.5156,2015
American,0.5151,2015
Bucknell,0.5144,2015
Gardner Webb,0.5143,2015
Middle Tenn St,0.5139,2015
Eastern Michigan,0.5139,2015
Rider,0.5136,2015
Sacramento St,0.5135,2015
UL Lafayette,0.5133,2015
Utah St,0.5133,2015
Montana,0.5126,2015
UNC Wilmington,0.5126,2015
Marquette,0.5116,2015
James Madison,0.5114,2015
Portland,0.5114,2015
Wake Forest,0.5109,2015
Creighton,0.5096,2015
Hawai'i,0.5095,2015
Georgia Tech,0.5093,2015
Radford,0.5092,2015
Oakland,0.509,2015
Eastern Kentucky,0.5086,2015
San Diego,0.5084,2015
Nebraska,0.5083,2015
NJIT,0.5083,2015
Incarnate Word,0.5075,2015
School,RPI,2015
Northwestern St,0.5071,2015
North Florida,0.5065,2015
Oral Roberts,0.5048,2015
Charleston Southern,0.5045,2015
Boston College,0.5045,2015
Northern Arizona,0.5044,2015
Norfolk St,0.5042,2015
Manhattan,0.5038,2015
Washington St,0.5035,2015
St. Francis (NY),0.5035,2015
Robert Morris,0.5019,2015
New Mexico,0.4998,2015
Eastern Illinois,0.4986,2015
Hofstra,0.4986,2015
Lehigh,0.4969,2015
Monmouth,0.4966,2015
UT Martin,0.4943,2015
Saint Joseph's,0.4943,2015
Rutgers,0.4939,2015
St. Francis (PA),0.4938,2015
Canisius,0.4936,2015
San Francisco,0.4931,2015
Fresno St,0.4924,2015
Texas Tech,0.4923,2015
UT Arlington,0.4919,2015
Northern Illinois,0.4918,2015
Dartmouth,0.4913,2015
Mt St. Mary's,0.4911,2015
Bryant,0.4908,2015
Indiana St,0.4903,2015
Princeton,0.4901,2015
East Tenn St,0.4896,2015
New Hampshire,0.4891,2015
Colgate,0.4885,2015
UM Eastern Shore,0.4883,2015
Columbia,0.4872,2015
DePaul,0.4867,2015
Boston U,0.4861,2015
Cal Poly,0.4848,2015
Holy Cross,0.4846,2015
School,RPI,2015
Morehead St,0.4834,2015
Winthrop,0.4828,2015
Santa Clara,0.4826,2015
Vermont,0.4823,2015
Delaware St,0.4821,2015
Detroit,0.4821,2015
UW Milwaukee,0.4816,2015
Southern California,0.4815,2015
SC Upstate,0.4811,2015
Texas A&M CC,0.4806,2015
Charlotte,0.4805,2015
Mercer,0.4797,2015
South Dakota,0.4797,2015
Tulane,0.4757,2015
IPFW,0.4753,2015
Mississippi St,0.4748,2015
Florida Intl,0.4745,2015
Missouri,0.4735,2015
Lamar,0.4715,2015
East Carolina,0.4705,2015
Western Carolina,0.4704,2015
George Mason,0.4691,2015
Duquesne,0.469,2015
North Texas,0.4679,2015
Portland St,0.4675,2015
Quinnipiac,0.4668,2015
Cornell,0.4667,2015
Virginia Tech,0.4663,2015
Southern U,0.4662,2015
Miami (OH),0.466,2015
Ohio,0.4653,2015
Denver,0.4648,2015
St. Peter's,0.4635,2015
UC Riverside,0.4635,2015
Army,0.4634,2015
Texas St,0.4626,2015
UT San Antonio,0.4624,2015
Fordham,0.461,2015
Houston,0.4604,2015
Air Force,0.4599,2015
School,RPI,2015
Pacific,0.4597,2015
UNC Asheville,0.4589,2015
Sacred Heart,0.4588,2015
Drexel,0.4586,2015
Hartford,0.4584,2015
Northern Colorado,0.4583,2015
Missouri St,0.458,2015
Rice,0.4578,2015
Brown,0.4577,2015
Appalachian St,0.4571,2015
Hampton,0.4569,2015
Navy,0.4565,2015
Delaware,0.4563,2015
Howard,0.4554,2015
Long Island,0.455,2015
UCF,0.4528,2015
Alabama St,0.4527,2015
Elon,0.452,2015
IUPUI,0.4517,2015
Prairie View A&M,0.4514,2015
Weber St,0.4514,2015
Pennsylvania,0.4508,2015
Wright St,0.4507,2015
Northern Kentucky,0.4505,2015
UMass-Lowell,0.4505,2015
Idaho,0.4497,2015
Loyola Marymount,0.4494,2015
Siena,0.4482,2015
Drake,0.4477,2015
Loyola (Maryland),0.4457,2015
Lipscomb,0.4449,2015
Saint Louis,0.4449,2015
South Florida,0.4435,2015
Grand Canyon,0.4435,2015
South Alabama,0.4431,2015
UA Little Rock,0.4411,2015
Arkansas St,0.4399,2015
Southern Illinois,0.4392,2015
McNeese St,0.4381,2015
Seattle,0.4365,2015
School,RPI,2015
Towson,0.4361,2015
CS Northridge,0.4357,2015
Southern Miss,0.4355,2015
Ball State,0.4352,2015
Niagara,0.4349,2015
Houston Baptist,0.4344,2015
VMI,0.4341,2015
Bradley,0.4336,2015
SE Missouri St,0.4332,2015
Tennessee Tech,0.4317,2015
Youngstown St,0.4301,2015
SIU-E,0.4299,2015
Furman,0.4296,2015
Wagner,0.4296,2015
UMKC,0.4293,2015
Marshall,0.4291,2015
UIC,0.4271,2015
Coll of Charleston,0.4264,2015
Fairfield,0.426,2015
Neb-Omaha,0.4256,2015
CS Bakersfield,0.4246,2015
UA Pine Bluff,0.4246,2015
Florida Atlantic,0.4235,2015
Jacksonville St,0.4227,2015
Samford,0.4226,2015
Nevada,0.4221,2015
Southern Utah,0.4202,2015
Utah Valley,0.4188,2015
UNC Greensboro,0.4187,2015
North Dakota,0.4178,2015
Coppin St,0.4148,2015
Fairleigh Dickinson,0.413,2015
Troy,0.4117,2015
CS Fullerton,0.4111,2015
Presbyterian,0.4105,2015
Longwood,0.4096,2015
Marist,0.4085,2015
Austin Peay,0.4078,2015
Kennesaw St,0.4076,2015
South Carolina St,0.4074,2015
School,RPI,2015
Nicholls St,0.4071,2015
Jackson St,0.4062,2015
Campbell,0.4061,2015
Montana St,0.4051,2015
Abilene Christian,0.4037,2015
New Orleans,0.4035,2015
The Citadel,0.402,2015
Western Illinois,0.3987,2015
SE Louisiana,0.3934,2015
Alabama A&M,0.3931,2015
Savannah St,0.393,2015
Binghamton,0.392,2015
Chicago St,0.389,2015
UT Pan American,0.3882,2015
Stetson,0.3846,2015
San Jose St,0.384,2015
Morgan St,0.3826,2015
Jacksonville,0.3813,2015
Maine,0.3804,2015
North Carolina A&T,0.3755,2015
Tennessee St,0.373,2015
Central Connecticut,0.3723,2015
Idaho St,0.3717,2015
Bethune Cookman,0.3714,2015
Miss Valley St,0.3696,2015
UMBC,0.3692,2015
Liberty,0.3562,2015
Alcorn St,0.3531,2015
Central Arkansas,0.3376,2015
Florida A&M,0.3265,2015
Grambling St,0.3067,2015
Kansas,0.6765,2016
Oregon,0.6625,2016
Virginia,0.6571,2016
Villanova,0.6526,2016
North Carolina,0.6449,2016
Oklahoma,0.6417,2016
Xavier,0.6392,2016
Utah,0.6366,2016
Miami (FL),0.6362,2016
West Virginia,0.631,2016
Kentucky,0.6309,2016
Michigan St,0.6308,2016
SMU,0.6223,2016
Maryland,0.6172,2016
Purdue,0.6161,2016
California,0.6157,2016
Louisville,0.6138,2016
Texas A&M,0.6098,2016
Seton Hall,0.6089,2016
Duke,0.6083,2016
Saint Joseph's,0.6066,2016
Dayton,0.6063,2016
Iowa State,0.6056,2016
Indiana,0.6015,2016
Baylor,0.6007,2016
Arizona,0.6,2016
Texas,0.5976,2016
South Dakota St,0.5947,2016
Iowa,0.5937,2016
St. Bonaventure,0.5927,2016
Notre Dame,0.5893,2016
Connecticut,0.5888,2016
Oregon St,0.5883,2016
Akron,0.5882,2016
Colorado,0.5881,2016
Texas Tech,0.588,2016
VCU,0.5876,2016
St. Mary's,0.5872,2016
Princeton,0.5862,2016
Providence,0.5861,2016
School,RPI,2016
San Diego St,0.5861,2016
Little Rock,0.5854,2016
Wisconsin,0.5833,2016
Yale,0.5833,2016
Gonzaga,0.5824,2016
UNC Wilmington,0.5823,2016
Wichita St,0.581,2016
Cincinnati,0.5806,2016
Valparaiso,0.58,2016
Chattanooga,0.5797,2016
Southern California,0.579,2016
Monmouth,0.5777,2016
Pittsburgh,0.5776,2016
Hofstra,0.5772,2016
Florida,0.576,2016
Butler,0.5744,2016
Michigan,0.5732,2016
Tulsa,0.5729,2016
Temple,0.5724,2016
Stony Brook,0.5716,2016
Stephen F. Austin,0.5712,2016
Georgia,0.5709,2016
Vanderbilt,0.5705,2016
Davidson,0.5703,2016
South Carolina,0.5703,2016
Fresno St,0.5699,2016
William & Mary,0.5672,2016
George Washington,0.5665,2016
Georgia Tech,0.566,2016
Northern Iowa,0.565,2016
IPFW,0.5637,2016
Syracuse,0.5636,2016
Alabama,0.562,2016
Ohio State,0.5619,2016
UC Irvine,0.561,2016
BYU,0.5605,2016
Iona,0.5566,2016
Middle Tenn St,0.556,2016
Long Beach,0.5559,2016
Hawai'i,0.5553,2016
School,RPI,2016
Ohio,0.5549,2016
Florida St,0.5548,2016
UAB,0.5545,2016
Washington,0.5543,2016
Texas A&M CC,0.5531,2016
East Tenn St,0.5528,2016
Stanford,0.5528,2016
Houston,0.5523,2016
Virginia Tech,0.5504,2016
Kansas St,0.5495,2016
Buffalo,0.5492,2016
Grand Canyon,0.5483,2016
Evansville,0.5473,2016
LSU,0.546,2016
Belmont,0.5445,2016
UL Monroe,0.5427,2016
Mississippi,0.5425,2016
UC Santa Barbara,0.5423,2016
Arizona St,0.5393,2016
Creighton,0.539,2016
Boise St,0.5386,2016
UCLA,0.5386,2016
James Madison,0.5384,2016
Siena,0.5366,2016
UT Arlington,0.5366,2016
Georgetown,0.5365,2016
Albany,0.5362,2016
Weber St,0.5359,2016
Northeastern,0.5356,2016
Marquette,0.534,2016
New Mexico St,0.5337,2016
UW Green Bay,0.5311,2016
Eastern Michigan,0.5311,2016
Illinois St,0.5311,2016
Northwestern,0.5309,2016
Oakland,0.5297,2016
CS Bakersfield,0.5294,2016
Nevada,0.5291,2016
Penn State,0.5291,2016
Rhode Island,0.5288,2016
School,RPI,2016
Richmond,0.5283,2016
Louisiana Tech,0.5282,2016
North Carolina St,0.5279,2016
Kent St,0.5275,2016
North Dakota St,0.5258,2016
Vermont,0.5256,2016
Morehead St,0.5256,2016
Marshall,0.5256,2016
Pepperdine,0.5251,2016
Winthrop,0.5249,2016
Clemson,0.5245,2016
Columbia,0.5245,2016
Arkansas,0.5238,2016
Tennessee Tech,0.5224,2016
Coll of Charleston,0.5217,2016
Northern Illinois,0.5211,2016
UNC Asheville,0.5207,2016
Southern Illinois,0.5205,2016
Memphis,0.5196,2016
Old Dominion,0.5189,2016
New Mexico,0.5188,2016
Fairfield,0.5183,2016
Neb-Omaha,0.5169,2016
Montana,0.5161,2016
Tennessee,0.5161,2016
Wright St,0.5151,2016
UNLV,0.5124,2016
Tennessee St,0.5112,2016
Illinois,0.5108,2016
Towson,0.5107,2016
Oral Roberts,0.5101,2016
Mississippi St,0.5101,2016
Utah St,0.5096,2016
Hampton,0.5068,2016
Central Michigan,0.5068,2016
UL Lafayette,0.5066,2016
High Point,0.5061,2016
Western Kentucky,0.5061,2016
Wake Forest,0.5056,2016
Elon,0.5046,2016
School,RPI,2016
North Florida,0.5037,2016
Duquesne,0.5029,2016
Incarnate Word,0.5025,2016
Coastal Carolina,0.5016,2016
Nebraska,0.5015,2016
Western Carolina,0.5004,2016
Furman,0.4999,2016
Lehigh,0.4989,2016
Murray St,0.4985,2016
Massachusetts,0.4978,2016
Indiana St,0.4975,2016
Oklahoma St,0.4968,2016
UW Milwaukee,0.4963,2016
TCU,0.4963,2016
Auburn,0.4962,2016
Fordham,0.496,2016
New Hampshire,0.4959,2016
Sam Houston,0.4959,2016
Ball State,0.4955,2016
Georgia St,0.4954,2016
Colorado St,0.4952,2016
Toledo,0.4925,2016
Bucknell,0.4924,2016
Wagner,0.491,2016
Texas Southern,0.491,2016
Southern U,0.4898,2016
Wyoming,0.4891,2016
IUPUI,0.4887,2016
Austin Peay,0.4884,2016
Idaho,0.4884,2016
Radford,0.4878,2016
Harvard,0.4874,2016
Denver,0.4872,2016
Mercer,0.487,2016
Miami (OH),0.4855,2016
Boston U,0.4853,2016
South Dakota,0.4849,2016
Detroit,0.4822,2016
DePaul,0.4813,2016
Wofford,0.4812,2016
School,RPI,2016
Bowling Green,0.4812,2016
George Mason,0.4809,2016
Western Michigan,0.4807,2016
Fairleigh Dickinson,0.48,2016
South Carolina St,0.4789,2016
Saint Louis,0.4785,2016
NJIT,0.4778,2016
St. Peter's,0.4769,2016
Gardner Webb,0.4764,2016
Eastern Kentucky,0.4756,2016
Washington St,0.4755,2016
UT Martin,0.4752,2016
Army,0.4749,2016
UTEP,0.4747,2016
Florida Gulf Coast,0.4746,2016
Navy,0.4742,2016
East Carolina,0.4733,2016
North Dakota,0.4732,2016
UCF,0.4719,2016
Norfolk St,0.4711,2016
Canisius,0.4692,2016
Jackson St,0.4688,2016
Missouri,0.4685,2016
Loyola Marymount,0.4679,2016
Houston Baptist,0.4678,2016
Air Force,0.4669,2016
San Francisco,0.4663,2016
Manhattan,0.4661,2016
South Florida,0.4661,2016
American,0.466,2016
Tulane,0.4646,2016
Eastern Washington,0.462,2016
La Salle,0.4619,2016
Charlotte,0.4617,2016
Missouri St,0.4602,2016
Cal Poly,0.46,2016
UNC Greensboro,0.4599,2016
Texas St,0.4594,2016
Loyola (Chicago),0.4592,2016
South Alabama,0.459,2016
School,RPI,2016
Colgate,0.459,2016
Rider,0.4586,2016
Georgia So,0.4584,2016
Cornell,0.4572,2016
Mt St. Mary's,0.4562,2016
St. John's,0.456,2016
Drexel,0.4538,2016
Holy Cross,0.4526,2016
Portland,0.452,2016
Boston College,0.4514,2016
Santa Clara,0.451,2016
Samford,0.4489,2016
Alcorn St,0.4481,2016
Long Island,0.447,2016
Loyola (Maryland),0.4458,2016
Idaho St,0.4456,2016
Minnesota,0.4452,2016
Sacred Heart,0.4452,2016
Appalachian St,0.4448,2016
Montana St,0.4445,2016
UMass-Lowell,0.4444,2016
Western Illinois,0.4442,2016
Kennesaw St,0.444,2016
Liberty,0.444,2016
Alabama St,0.4433,2016
St. Francis (PA),0.443,2016
UC Riverside,0.4427,2016
Pacific,0.4424,2016
Lipscomb,0.4423,2016
Florida Intl,0.4417,2016
Eastern Illinois,0.4415,2016
Utah Valley,0.4401,2016
Sacramento St,0.4398,2016
Delaware,0.4396,2016
St. Francis (NY),0.4387,2016
Youngstown St,0.4383,2016
Savannah St,0.4383,2016
Cleveland St,0.4377,2016
Rice,0.4374,2016
CS Northridge,0.4371,2016
School,RPI,2016
UC Davis,0.4369,2016
Portland St,0.4369,2016
Dartmouth,0.4359,2016
Arkansas St,0.4355,2016
Pennsylvania,0.4351,2016
UMKC,0.433,2016
Seattle,0.4323,2016
Bethune Cookman,0.4297,2016
Jacksonville,0.4297,2016
CS Fullerton,0.4295,2016
Robert Morris,0.429,2016
Hartford,0.429,2016
Troy,0.4261,2016
Rutgers,0.4254,2016
North Texas,0.4248,2016
Northern Kentucky,0.4231,2016
Quinnipiac,0.4224,2016
Charleston Southern,0.4223,2016
Binghamton,0.4193,2016
Florida Atlantic,0.4186,2016
San Jose St,0.4185,2016
San Diego,0.4184,2016
Stetson,0.4183,2016
Northern Colorado,0.4161,2016
SIU-E,0.4145,2016
Bradley,0.4143,2016
UM Eastern Shore,0.4119,2016
Campbell,0.4104,2016
Jacksonville St,0.4099,2016
UA Pine Bluff,0.4089,2016
NCCU,0.4082,2016
Brown,0.4079,2016
Nicholls St,0.4077,2016
Maine,0.4073,2016
Southern Miss,0.4069,2016
Niagara,0.4068,2016
VMI,0.4067,2016
Marist,0.4061,2016
Presbyterian,0.4058,2016
Bryant,0.4047,2016
School,RPI,2016
Abilene Christian,0.4043,2016
The Citadel,0.4038,2016
Longwood,0.4031,2016
SC Upstate,0.4021,2016
Drake,0.402,2016
Coppin St,0.401,2016
Morgan St,0.3999,2016
Howard,0.3994,2016
Lafayette,0.3993,2016
Miss Valley St,0.3979,2016
SE Louisiana,0.3975,2016
Alabama A&M,0.397,2016
Northern Arizona,0.3963,2016
Prairie View A&M,0.3925,2016
Southern Utah,0.3893,2016
Lamar,0.3891,2016
UT Rio Grande Valley,0.3886,2016
Central Arkansas,0.3871,2016
UMBC,0.3868,2016
North Carolina A&T,0.3831,2016
McNeese St,0.382,2016
SE Missouri St,0.3805,2016
New Orleans,0.3795,2016
Northwestern St,0.3777,2016
Delaware St,0.3704,2016
UIC,0.3668,2016
UT San Antonio,0.3658,2016
Chicago St,0.3654,2016
Florida A&M,0.3607,2016
Grambling St,0.3573,2016
Central Connecticut,0.3423,2016
Villanova,0.6651,2017
Arizona,0.6547,2017
Kansas,0.6525,2017
Kentucky,0.6519,2017
North Carolina,0.6469,2017
Duke,0.6453,2017
Louisville,0.645,2017
Gonzaga,0.6438,2017
